256, 33
256, 36
256, 31
256, 33
256, 33
256, 30
256, 30
256, 27
256, 30
256, 28
256, 31
256, 37
256, 33
256, 33
256, 31
256, 27
256, 30
256, 30
256, 37
256, 42
256, 36
256, 31
256, 33
256, 31
256, 37
256, 39
256, 42
256, 48
256, 47
256, 38
512, 124
512, 99
512, 94
512, 92
512, 95
512, 92
512, 99
512, 91
512, 92
512, 92
512, 94
512, 94
512, 92
512, 92
512, 94
512, 98
512, 92
512, 94
512, 94
512, 92
512, 94
512, 94
512, 92
512, 94
512, 92
512, 92
512, 94
512, 103
512, 105
512, 94
1024, 350
1024, 350
1024, 336
1024, 305
1024, 304
1024, 305
1024, 305
1024, 305
1024, 304
1024, 304
1024, 304
1024, 308
1024, 302
1024, 308
1024, 311
1024, 304
1024, 304
1024, 308
1024, 311
1024, 305
1024, 305
1024, 305
1024, 305
1024, 304
1024, 304
1024, 306
1024, 305
1024, 304
1024, 304
1024, 308
2048, 1178
2048, 1173
2048, 1185
2048, 1251
2048, 1211
2048, 1187
2048, 1186
2048, 1182
2048, 1189
2048, 1181
2048, 1236
2048, 1225
2048, 1183
2048, 1175
2048, 1334
2048, 1176
2048, 1181
2048, 1182
2048, 1186
2048, 1182
2048, 1174
2048, 1175
2048, 1177
2048, 1180
2048, 1175
2048, 1178
2048, 1177
2048, 1183
2048, 1177
2048, 1318
4096, 4931
4096, 4939
4096, 4939
4096, 4923
4096, 5139
4096, 4926
4096, 4934
4096, 4927
4096, 5142
4096, 4923
4096, 4943
4096, 5126
4096, 5124
4096, 4937
4096, 4924
4096, 4928
4096, 5152
4096, 4931
4096, 4932
4096, 4937
4096, 5146
4096, 4923
4096, 4924
4096, 4923
4096, 5134
4096, 4971
4096, 4921
4096, 4926
4096, 5133
4096, 4927
8192, 19686
8192, 19837
8192, 19869
8192, 19854
8192, 19872
8192, 19836
8192, 19835
8192, 19860
8192, 19936
8192, 19830
8192, 19837
8192, 19819
8192, 19821
8192, 19822
8192, 19815
8192, 19821
8192, 19851
8192, 19815
8192, 19839
8192, 19835
8192, 19833
8192, 19834
8192, 19841
8192, 19853
8192, 19835
8192, 19855
8192, 19827
8192, 19825
8192, 19853
8192, 19846
10240, 29819
10240, 29807
10240, 29812
10240, 29811
10240, 29816
10240, 29808
10240, 29788
10240, 29855
10240, 29822
10240, 29819
10240, 29807
10240, 29784
10240, 29810
10240, 29797
10240, 29805
10240, 29821
10240, 29822
10240, 29823
10240, 30470
10240, 30414
10240, 30418
10240, 30529
10240, 30445
10240, 30425
10240, 30413
10240, 30440
10240, 30468
10240, 30493
10240, 30547
10240, 30496
