256, 8, 934.000000
256, 8, 963.000000
256, 8, 961.000000
256, 8, 930.000000
256, 8, 965.000000
256, 8, 967.000000
256, 8, 925.000000
256, 8, 983.000000
256, 8, 962.000000
256, 8, 993.000000
256, 8, 985.000000
256, 8, 935.000000
256, 8, 916.000000
256, 8, 923.000000
256, 8, 952.000000
256, 8, 927.000000
256, 8, 963.000000
256, 8, 935.000000
256, 8, 949.000000
256, 8, 971.000000
256, 8, 932.000000
256, 8, 1025.000000
256, 8, 979.000000
256, 8, 931.000000
256, 8, 1107.000000
256, 8, 938.000000
256, 8, 933.000000
256, 8, 1030.000000
256, 8, 963.000000
256, 8, 1014.000000
512, 8, 3165.000000
512, 8, 3521.000000
512, 8, 3133.000000
512, 8, 3426.000000
512, 8, 3752.000000
512, 8, 3196.000000
512, 8, 3249.000000
512, 8, 3100.000000
512, 8, 3180.000000
512, 8, 3149.000000
512, 8, 3050.000000
512, 8, 3626.000000
512, 8, 3294.000000
512, 8, 3757.000000
512, 8, 3550.000000
512, 8, 3696.000000
512, 8, 3144.000000
512, 8, 3178.000000
512, 8, 3178.000000
512, 8, 3386.000000
512, 8, 3269.000000
512, 8, 3065.000000
512, 8, 3761.000000
512, 8, 3777.000000
512, 8, 3070.000000
512, 8, 3122.000000
512, 8, 3064.000000
512, 8, 3101.000000
512, 8, 3066.000000
512, 8, 3098.000000
1024, 8, 7638.000000
1024, 8, 8432.000000
1024, 8, 9627.000000
1024, 8, 8255.000000
1024, 8, 8322.000000
1024, 8, 8228.000000
1024, 8, 7618.000000
1024, 8, 8063.000000
1024, 8, 7928.000000
1024, 8, 7812.000000
1024, 8, 7501.000000
1024, 8, 7487.000000
1024, 8, 7337.000000
1024, 8, 7721.000000
1024, 8, 7325.000000
1024, 8, 7751.000000
1024, 8, 7954.000000
1024, 8, 8050.000000
1024, 8, 9399.000000
1024, 8, 7904.000000
1024, 8, 7557.000000
1024, 8, 8067.000000
1024, 8, 10030.000000
1024, 8, 8688.000000
1024, 8, 9474.000000
1024, 8, 7568.000000
1024, 8, 8192.000000
1024, 8, 24806.000000
1024, 8, 7598.000000
1024, 8, 8145.000000
2048, 8, 60322.000000
2048, 8, 23188.000000
2048, 8, 25134.000000
2048, 8, 32014.000000
2048, 8, 25979.000000
2048, 8, 58240.000000
2048, 8, 23805.000000
2048, 8, 26516.000000
2048, 8, 31338.000000
2048, 8, 27257.000000
2048, 8, 29108.000000
2048, 8, 26699.000000
2048, 8, 29076.000000
2048, 8, 29092.000000
2048, 8, 25280.000000
2048, 8, 22781.000000
2048, 8, 30330.000000
2048, 8, 25160.000000
2048, 8, 29398.000000
2048, 8, 25738.000000
2048, 8, 27511.000000
2048, 8, 23809.000000
2048, 8, 23939.000000
2048, 8, 32820.000000
2048, 8, 26989.000000
2048, 8, 24512.000000
2048, 8, 26701.000000
2048, 8, 24047.000000
2048, 8, 30449.000000
2048, 8, 26069.000000
4096, 8, 104877.000000
4096, 8, 87480.000000
4096, 8, 97708.000000
4096, 8, 93953.000000
4096, 8, 94963.000000
4096, 8, 87451.000000
4096, 8, 94233.000000
4096, 8, 91535.000000
4096, 8, 98291.000000
4096, 8, 90298.000000
4096, 8, 98447.000000
4096, 8, 86727.000000
4096, 8, 86649.000000
4096, 8, 107573.000000
4096, 8, 94298.000000
4096, 8, 106553.000000
4096, 8, 85879.000000
4096, 8, 107941.000000
4096, 8, 95063.000000
4096, 8, 84342.000000
4096, 8, 97013.000000
4096, 8, 93193.000000
4096, 8, 93907.000000
4096, 8, 82315.000000
4096, 8, 85909.000000
4096, 8, 86651.000000
4096, 8, 101017.000000
4096, 8, 86354.000000
4096, 8, 90081.000000
4096, 8, 102452.000000
8192, 8, 378085.000000
8192, 8, 376881.000000
8192, 8, 388676.000000
8192, 8, 395853.000000
8192, 8, 382112.000000
8192, 8, 380882.000000
8192, 8, 389613.000000
8192, 8, 411406.000000
8192, 8, 386041.000000
8192, 8, 386580.000000
8192, 8, 391482.000000
8192, 8, 412318.000000
8192, 8, 393012.000000
8192, 8, 395964.000000
8192, 8, 409868.000000
8192, 8, 396076.000000
8192, 8, 371312.000000
8192, 8, 379552.000000
8192, 8, 381718.000000
8192, 8, 409082.000000
8192, 8, 371400.000000
8192, 8, 377232.000000
8192, 8, 383706.000000
8192, 8, 404153.000000
8192, 8, 370610.000000
8192, 8, 380973.000000
8192, 8, 398049.000000
8192, 8, 401377.000000
8192, 8, 381716.000000
8192, 8, 382922.000000
10240, 8, 627965.000000
10240, 8, 609953.000000
10240, 8, 617688.000000
10240, 8, 618920.000000
10240, 8, 656930.000000
10240, 8, 622501.000000
10240, 8, 627840.000000
10240, 8, 588299.000000
10240, 8, 594782.000000
10240, 8, 591379.000000
10240, 8, 587278.000000
10240, 8, 585069.000000
10240, 8, 586329.000000
10240, 8, 609067.000000
10240, 8, 577569.000000
10240, 8, 586549.000000
10240, 8, 623621.000000
10240, 8, 634777.000000
10240, 8, 590577.000000
10240, 8, 596603.000000
10240, 8, 588206.000000
10240, 8, 586266.000000
10240, 8, 598377.000000
10240, 8, 602816.000000
10240, 8, 588977.000000
10240, 8, 595615.000000
10240, 8, 600928.000000
10240, 8, 605657.000000
10240, 8, 605943.000000
10240, 8, 608285.000000
256, 16, 989.000000
256, 16, 1173.000000
256, 16, 1021.000000
256, 16, 1016.000000
256, 16, 947.000000
256, 16, 960.000000
256, 16, 954.000000
256, 16, 1034.000000
256, 16, 1056.000000
256, 16, 993.000000
256, 16, 1000.000000
256, 16, 999.000000
256, 16, 1004.000000
256, 16, 1043.000000
256, 16, 1056.000000
256, 16, 1063.000000
256, 16, 1055.000000
256, 16, 1121.000000
256, 16, 968.000000
256, 16, 951.000000
256, 16, 963.000000
256, 16, 1037.000000
256, 16, 1026.000000
256, 16, 1055.000000
256, 16, 1004.000000
256, 16, 978.000000
256, 16, 1245.000000
256, 16, 1055.000000
256, 16, 995.000000
256, 16, 1082.000000
512, 16, 3305.000000
512, 16, 3202.000000
512, 16, 4300.000000
512, 16, 3172.000000
512, 16, 3598.000000
512, 16, 3157.000000
512, 16, 3267.000000
512, 16, 3447.000000
512, 16, 3508.000000
512, 16, 3265.000000
512, 16, 3127.000000
512, 16, 3280.000000
512, 16, 3108.000000
512, 16, 3193.000000
512, 16, 3107.000000
512, 16, 3225.000000
512, 16, 3172.000000
512, 16, 3271.000000
512, 16, 3306.000000
512, 16, 3786.000000
512, 16, 3764.000000
512, 16, 3377.000000
512, 16, 4169.000000
512, 16, 3638.000000
512, 16, 3287.000000
512, 16, 3112.000000
512, 16, 3236.000000
512, 16, 3116.000000
512, 16, 3304.000000
