10240,0.6,28416,30661
10240,0.6,28428,30733
10240,0.6,28682,30927
10240,0.6,28531,30810
10240,0.6,28353,30632
10240,0.6,28155,30437
10240,0.6,28754,30978
10240,0.6,28591,30872
10240,0.6,28883,31100
10240,0.6,28771,31020
10240,0.6,28347,30602
10240,0.6,28212,30497
10240,0.6,28144,30390
10240,0.6,28613,30827
10240,0.6,28442,30691
10240,0.6,28339,30600
10240,0.6,28563,30760
10240,0.6,28408,30636
10240,0.6,28609,30835
10240,0.6,28257,30498
10240,0.6,28393,30627
10240,0.6,28167,30431
10240,0.6,28364,30603
10240,0.6,28665,30864
10240,0.6,28208,30410
10240,0.6,28450,30673
10240,0.6,28227,30473
10240,1.1,39468,41713
10240,1.1,39546,41730
10240,1.1,39262,41442
10240,1.1,39303,41539
10240,1.1,39279,41492
10240,1.1,39284,41492
10240,1.1,39430,41607
10240,1.1,39774,41999
10240,1.1,39823,42056
10240,1.1,39561,41797
10240,1.1,39663,41899
10240,1.1,40050,42298
10240,1.1,39959,42133
10240,1.1,41918,44126
10240,1.1,40066,42240
10240,1.1,39886,42109
10240,1.1,41710,43886
10240,1.1,40781,42963
10240,1.1,40611,42785
10240,1.1,40622,42878
10240,1.1,40592,42754
10240,1.1,41122,43349
10240,1.1,41272,43654
10240,1.1,41236,43513
10240,1.1,40375,42525
10240,1.1,41426,43675
10240,1.1,41414,44030
10240,1.1,41571,43915
10240,1.1,41092,43256
10240,1.1,41099,43297
12800,0.6,43776,47266
12800,0.6,43922,47374
12800,0.6,43999,47400
12800,0.6,44142,47619
12800,0.6,44248,47695
12800,0.6,44099,47575
12800,0.6,44095,47540
12800,0.6,44092,47529
12800,0.6,44343,47793
12800,0.6,44909,48373
12800,0.6,44287,47735
12800,0.6,44207,47673
12800,0.6,44596,48095
12800,0.6,44407,47853
12800,0.6,43789,47193
12800,0.6,44314,47744
12800,0.6,44077,47491
12800,0.6,44175,47596
12800,0.6,44218,47708
12800,0.6,44545,47958
12800,0.6,44361,47826
12800,0.6,43784,47248
12800,0.6,44145,47661
12800,0.6,43877,47263
12800,0.6,43623,47062
12800,0.6,44264,47741
12800,0.6,43827,47302
12800,0.6,44290,47724
12800,0.6,44103,47507
12800,0.6,43938,47270
12800,1.1,60674,64105
12800,1.1,60745,64091
12800,1.1,60937,64403
12800,1.1,60545,63942
12800,1.1,60551,64027
12800,1.1,60511,63907
12800,1.1,60879,64198
12800,1.1,61431,64859
12800,1.1,60838,64238
12800,1.1,61095,64553
12800,1.1,61143,64615
12800,1.1,64405,67744
12800,1.1,61889,65254
12800,1.1,63931,67351
12800,1.1,66437,69941
12800,1.1,64136,67566
12800,1.1,64878,68299
12800,1.1,64726,68298
12800,1.1,63136,66485
12800,1.1,62881,66359
12800,1.1,62135,65543
12800,1.1,62910,66307
12800,1.1,63629,67025
12800,1.1,63739,67172
12800,1.1,63537,67072
12800,1.1,64151,67496
12800,1.1,63091,66534
12800,1.1,63962,67355
12800,1.1,62838,66139
12800,1.1,63981,67350
