1024, 0.60, 345, 356, 302
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 242, 192
1024, 0.60, 235, 242, 192
1024, 0.60, 235, 243, 192
1024, 0.60, 237, 245, 195
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 243, 193
1024, 0.60, 229, 236, 192
1024, 0.60, 206, 213, 169
1024, 0.60, 207, 214, 171
1024, 0.60, 206, 212, 169
1024, 0.60, 204, 211, 168
1024, 0.60, 207, 214, 170
1024, 0.60, 243, 251, 199
1024, 0.60, 249, 256, 206
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 243, 193
1024, 0.60, 235, 243, 192
1024, 0.60, 234, 241, 192
1024, 0.60, 206, 213, 170
1024, 0.60, 205, 211, 168
1024, 0.60, 207, 214, 170
1024, 0.60, 203, 209, 166
1024, 0.60, 243, 251, 199
1024, 0.60, 229, 236, 192
1024, 0.60, 208, 214, 171
1024, 0.60, 206, 213, 169
2048, 0.60, 778, 798, 662
2048, 0.60, 776, 797, 660
2048, 0.60, 777, 798, 661
2048, 0.60, 777, 798, 661
2048, 0.60, 777, 798, 661
2048, 0.60, 777, 799, 662
2048, 0.60, 775, 796, 660
2048, 0.60, 776, 797, 660
2048, 0.60, 777, 799, 662
2048, 0.60, 779, 800, 664
2048, 0.60, 774, 796, 659
2048, 0.60, 775, 796, 660
2048, 0.60, 779, 800, 662
2048, 0.60, 779, 800, 663
2048, 0.60, 776, 797, 660
2048, 0.60, 776, 797, 660
2048, 0.60, 777, 798, 661
2048, 0.60, 777, 799, 662
2048, 0.60, 778, 799, 662
2048, 0.60, 775, 797, 660
2048, 0.60, 777, 798, 662
2048, 0.60, 776, 798, 661
2048, 0.60, 778, 799, 662
2048, 0.60, 783, 804, 667
2048, 0.60, 778, 798, 662
2048, 0.60, 780, 800, 664
2048, 0.60, 775, 796, 660
2048, 0.60, 781, 803, 666
2048, 0.60, 777, 798, 661
2048, 0.60, 783, 804, 667
4096, 0.60, 3151, 3228, 2641
4096, 0.60, 3148, 3224, 2637
4096, 0.60, 3151, 3228, 2639
4096, 0.60, 3148, 3225, 2638
4096, 0.60, 3148, 3224, 2638
4096, 0.60, 3149, 3229, 2639
4096, 0.60, 3200, 3278, 2690
4096, 0.60, 3150, 3229, 2640
4096, 0.60, 3146, 3223, 2636
4096, 0.60, 3148, 3225, 2637
4096, 0.60, 3149, 3227, 2638
4096, 0.60, 3146, 3223, 2636
4096, 0.60, 3152, 3228, 2641
4096, 0.60, 3150, 3227, 2638
4096, 0.60, 3146, 3222, 2637
4096, 0.60, 3151, 3228, 2640
4096, 0.60, 3149, 3226, 2637
4096, 0.60, 3146, 3224, 2636
4096, 0.60, 3161, 3243, 2650
4096, 0.60, 3153, 3231, 2642
4096, 0.60, 3152, 3229, 2642
4096, 0.60, 3156, 3234, 2644
4096, 0.60, 3152, 3230, 2641
4096, 0.60, 3150, 3230, 2640
4096, 0.60, 3153, 3230, 2641
4096, 0.60, 3151, 3228, 2640
4096, 0.60, 3152, 3228, 2640
4096, 0.60, 3203, 3281, 2690
4096, 0.60, 3156, 3234, 2645
4096, 0.60, 3154, 3233, 2642
7680, 0.60, 10657, 10927, 9275
7680, 0.60, 10653, 10932, 9269
7680, 0.60, 10651, 10944, 9270
7680, 0.60, 10655, 10952, 9273
7680, 0.60, 10653, 10945, 9272
7680, 0.60, 10650, 10946, 9272
7680, 0.60, 10652, 10943, 9271
7680, 0.60, 10654, 10948, 9271
7680, 0.60, 10652, 10945, 9272
7680, 0.60, 10646, 10935, 9264
7680, 0.60, 10649, 10943, 9270
7680, 0.60, 10648, 10945, 9266
7680, 0.60, 10650, 10944, 9271
7680, 0.60, 10651, 10944, 9268
7680, 0.60, 10654, 10945, 9273
7680, 0.60, 10651, 10946, 9269
7680, 0.60, 10651, 10944, 9269
7680, 0.60, 10654, 10951, 9273
7680, 0.60, 10655, 10950, 9272
7680, 0.60, 10698, 11003, 9278
7680, 0.60, 10738, 11018, 9357
7680, 0.60, 10780, 11062, 9278
7680, 0.60, 10664, 10947, 9285
7680, 0.60, 10664, 10950, 9264
7680, 0.60, 10690, 10991, 9309
7680, 0.60, 10649, 10940, 9267
7680, 0.60, 10704, 10997, 9321
7680, 0.60, 10643, 10919, 9263
7680, 0.60, 10645, 10935, 9264
7680, 0.60, 10649, 10938, 9269
10240, 0.60, 18650, 19271, 16480
10240, 0.60, 18725, 19362, 16551
10240, 0.60, 18671, 19342, 16497
10240, 0.60, 18748, 19386, 16577
10240, 0.60, 18673, 19280, 16497
10240, 0.60, 18668, 19279, 16492
10240, 0.60, 18662, 19279, 16489
10240, 0.60, 18668, 19278, 16496
10240, 0.60, 18663, 19279, 16489
10240, 0.60, 18665, 19271, 16491
10240, 0.60, 18662, 19274, 16487
10240, 0.60, 18736, 19353, 16562
10240, 0.60, 18688, 19298, 16509
10240, 0.60, 18661, 19305, 16489
10240, 0.60, 18666, 19277, 16492
10240, 0.60, 18738, 19347, 16565
10240, 0.60, 18652, 19268, 16482
10240, 0.60, 18669, 19286, 16493
10240, 0.60, 18657, 19266, 16483
10240, 0.60, 18661, 19272, 16489
10240, 0.60, 18664, 19277, 16488
10240, 0.60, 18679, 19289, 16502
10240, 0.60, 18664, 19278, 16490
10240, 0.60, 18662, 19272, 16488
10240, 0.60, 18666, 19275, 16491
10240, 0.60, 18662, 19338, 16490
10240, 0.60, 18662, 19272, 16489
10240, 0.60, 18664, 19272, 16490
10240, 0.60, 18684, 19294, 16505
10240, 0.60, 18664, 19270, 16490
12800, 0.60, 28831, 29928, 25758
12800, 0.60, 28920, 30007, 25839
12800, 0.60, 28908, 30017, 25829
12800, 0.60, 28911, 30073, 25822
12800, 0.60, 28919, 30065, 25839
12800, 0.60, 28907, 30043, 25829
12800, 0.60, 28922, 30037, 25842
12800, 0.60, 28926, 30043, 25844
12800, 0.60, 28917, 30017, 25837
12800, 0.60, 28907, 30046, 25830
12800, 0.60, 28923, 30040, 25841
12800, 0.60, 28905, 30085, 25830
12800, 0.60, 28789, 29926, 25705
12800, 0.60, 28905, 30001, 25828
12800, 0.60, 28914, 30050, 25825
12800, 0.60, 28917, 30062, 25838
12800, 0.60, 28912, 30069, 25834
12800, 0.60, 28902, 30041, 25820
12800, 0.60, 28895, 30027, 25816
12800, 0.60, 28907, 30088, 25825
12800, 0.60, 28902, 30037, 25823
12800, 0.60, 28895, 30056, 25814
12800, 0.60, 28922, 30137, 25837
12800, 0.60, 28914, 30083, 25833
12800, 0.60, 28891, 30030, 25811
12800, 0.60, 28909, 30049, 25827
12800, 0.60, 28889, 29994, 25812
12800, 0.60, 28847, 29793, 25771
12800, 0.60, 28797, 29903, 25723
12800, 0.60, 28797, 29553, 25721
1024, 1.10, 332, 382, 285
1024, 1.10, 370, 377, 318
1024, 1.10, 318, 324, 271
1024, 1.10, 321, 327, 274
1024, 1.10, 317, 323, 272
1024, 1.10, 319, 326, 272
1024, 1.10, 319, 325, 272
1024, 1.10, 318, 324, 271
1024, 1.10, 320, 327, 274
1024, 1.10, 330, 336, 277
1024, 1.10, 320, 327, 274
1024, 1.10, 321, 327, 274
1024, 1.10, 323, 330, 276
1024, 1.10, 317, 323, 270
1024, 1.10, 320, 326, 273
1024, 1.10, 323, 330, 277
1024, 1.10, 317, 323, 270
1024, 1.10, 320, 327, 274
1024, 1.10, 324, 330, 277
1024, 1.10, 318, 324, 271
